Wavelength [nm]	Absorbance/Fluorescence	Baseline counts	Sample counts
531,738892	0,194212	624,000000	399,000000
531,939880	0,189880	624,000000	403,000000
532,140869	0,188425	625,000000	405,000000
532,341858	0,185590	624,000000	407,000000
532,542847	0,182038	625,000000	411,000000
532,743835	0,182038	625,000000	411,000000
532,944824	0,181677	626,000000	412,000000
533,145813	0,178526	626,000000	415,000000
533,346802	0,177481	626,000000	416,000000
533,547791	0,179219	627,000000	415,000000
533,748779	0,180267	627,000000	414,000000
533,949768	0,181317	627,000000	413,000000
534,150757	0,181317	627,000000	413,000000
534,351746	0,183426	627,000000	411,000000
534,552734	0,183426	627,000000	411,000000
534,753723	0,185544	627,000000	409,000000
534,954712	0,187673	627,000000	407,000000
535,155701	0,189813	627,000000	405,000000
535,356689	0,190886	627,000000	404,000000
535,557678	0,190886	627,000000	404,000000
535,758667	0,194123	627,000000	401,000000
535,959656	0,193041	627,000000	402,000000
536,160645	0,192655	628,000000	403,000000
536,361633	0,188742	627,000000	406,000000
536,562622	0,186607	627,000000	408,000000
536,763611	0,184484	627,000000	410,000000
536,964600	0,182370	627,000000	412,000000
537,165588	0,178174	627,000000	416,000000
537,366577	0,177131	627,000000	417,000000
537,567566	0,175054	627,000000	419,000000
537,768494	0,172985	627,000000	421,000000
537,969482	0,174018	627,000000	420,000000
538,170471	0,170234	626,000000	423,000000
538,371460	0,169208	626,000000	424,000000
538,572449	0,166146	626,000000	427,000000
538,773437	0,166146	626,000000	427,000000
538,974426	0,163106	626,000000	430,000000
539,175415	0,162097	626,000000	431,000000
539,376404	0,159392	625,000000	433,000000
539,577393	0,157391	625,000000	435,000000
539,778381	0,154406	625,000000	438,000000
539,979370	0,152720	624,000000	439,000000
540,180359	0,150049	623,000000	441,000000
540,381348	0,150746	624,000000	441,000000
540,582336	0,150049	623,000000	441,000000
540,783325	0,151035	623,000000	440,000000
540,984314	0,148368	622,000000	442,000000
541,185303	0,150049	623,000000	441,000000
541,386292	0,149352	622,000000	441,000000
541,587280	0,149639	621,000000	440,000000
541,788269	0,151617	621,000000	438,000000
541,989258	0,150918	620,000000	438,000000
542,190247	0,151910	620,000000	437,000000
542,391235	0,152905	620,000000	436,000000
542,592224	0,155203	619,000000	433,000000
542,793213	0,156207	619,000000	432,000000
542,994202	0,155505	618,000000	432,000000
543,195190	0,156817	617,000000	430,000000
543,396179	0,158841	617,000000	428,000000
543,597168	0,161896	617,000000	425,000000
543,798157	0,160171	616,000000	426,000000
543,999146	0,161509	615,000000	424,000000
544,200134	0,163563	615,000000	422,000000
