Wavelength [nm]	Absorbance/Fluorescence	Baseline counts	Sample counts
573,946411	0,369510	473,000000	202,000000
574,147400	0,368591	472,000000	202,000000
574,348389	0,366746	470,000000	202,000000
574,549377	0,365821	469,000000	202,000000
574,750366	0,365821	469,000000	202,000000
574,951355	0,366121	467,000000	201,000000
575,152344	0,365190	466,000000	201,000000
575,353333	0,372987	465,000000	197,000000
575,554321	0,374262	464,000000	196,000000
575,755310	0,375546	463,000000	195,000000
575,956299	0,374607	462,000000	195,000000
576,157288	0,373666	461,000000	195,000000
576,358276	0,371778	459,000000	195,000000
576,559265	0,370831	458,000000	195,000000
576,760254	0,369882	457,000000	195,000000
576,961243	0,371163	456,000000	194,000000
577,162231	0,370210	455,000000	194,000000
577,363220	0,370541	453,000000	193,000000
577,564209	0,368296	453,000000	194,000000
577,765198	0,368619	451,000000	193,000000
577,966187	0,366689	449,000000	193,000000
578,167175	0,366689	449,000000	193,000000
578,368164	0,365721	448,000000	193,000000
578,569153	0,366034	446,000000	192,000000
578,770142	0,367327	445,000000	191,000000
578,971130	0,366350	444,000000	191,000000
579,172119	0,365370	443,000000	191,000000
579,373108	0,364389	442,000000	191,000000
579,574097	0,362419	440,000000	191,000000
579,775085	0,363711	439,000000	190,000000
579,976074	0,365012	438,000000	189,000000
580,177063	0,366324	437,000000	188,000000
580,378052	0,362027	435,000000	189,000000
580,579041	0,363332	434,000000	188,000000
580,780029	0,362330	433,000000	188,000000
580,981018	0,363642	432,000000	187,000000
581,182007	0,362636	431,000000	187,000000
581,382996	0,362944	429,000000	186,000000
581,583984	0,361931	428,000000	186,000000
581,784973	0,360915	427,000000	186,000000
581,985962	0,362238	426,000000	185,000000
582,186951	0,361217	425,000000	185,000000
582,387939	0,363571	425,000000	184,000000
582,588928	0,361523	423,000000	184,000000
582,789917	0,360495	422,000000	184,000000
582,990906	0,360798	420,000000	183,000000
583,191895	0,360798	420,000000	183,000000
583,392883	0,361105	418,000000	182,000000
583,593872	0,359022	416,000000	182,000000
583,794861	0,360370	415,000000	181,000000
583,995850	0,359322	414,000000	181,000000
584,196838	0,360678	413,000000	180,000000
584,397827	0,362044	412,000000	179,000000
584,598816	0,360989	411,000000	179,000000
584,799805	0,361303	409,000000	178,000000
585,000793	0,361303	409,000000	178,000000
585,201782	0,361621	407,000000	177,000000
585,402771	0,360553	406,000000	177,000000
585,603760	0,360869	404,000000	176,000000
585,804749	0,360869	404,000000	176,000000
586,005737	0,360106	401,000000	175,000000
586,206726	0,361511	400,000000	174,000000
586,407715	0,357935	399,000000	175,000000
586,608704	0,359334	398,000000	174,000000
586,809692	0,360744	397,000000	173,000000
587,010681	0,359649	396,000000	173,000000
587,211670	0,361069	395,000000	172,000000
587,412659	0,361396	393,000000	171,000000
587,613647	0,360290	392,000000	171,000000
587,814636	0,358068	390,000000	171,000000
588,015625	0,359501	389,000000	170,000000
588,216614	0,358383	388,000000	170,000000
588,417603	0,359824	387,000000	169,000000
