Wavelength [nm]	Absorbance/Fluorescence	Baseline counts	Sample counts
499,982697	-0,508284	233,000000	751,000000
500,183685	-0,508028	235,000000	757,000000
500,384674	-0,505831	239,000000	766,000000
500,585663	-0,507845	241,000000	776,000000
500,786652	-0,506256	245,000000	786,000000
500,987640	-0,506461	248,000000	796,000000
501,188629	-0,506661	251,000000	806,000000
501,389618	-0,504617	255,000000	815,000000
501,590607	-0,506521	257,000000	825,000000
501,791595	-0,504526	261,000000	834,000000
501,992584	-0,504124	265,000000	846,000000
502,193573	-0,504339	268,000000	856,000000
502,394562	-0,504549	271,000000	866,000000
502,595551	-0,505249	274,000000	877,000000
502,796539	-0,504857	278,000000	889,000000
502,997528	-0,503993	282,000000	900,000000
503,198517	-0,502198	286,000000	909,000000
503,399506	-0,503362	289,000000	921,000000
503,600494	-0,503014	293,000000	933,000000
503,801483	-0,502216	297,000000	944,000000
504,002472	-0,500526	301,000000	953,000000
504,203461	-0,501203	304,000000	964,000000
504,404449	-0,500454	308,000000	975,000000
504,605438	-0,501117	311,000000	986,000000
504,806427	-0,501765	314,000000	997,000000
505,007416	-0,500100	319,000000	1009,000000
505,208405	-0,498972	323,000000	1019,000000
505,409393	-0,499620	326,000000	1030,000000
505,610382	-0,499354	330,000000	1042,000000
505,811371	-0,500396	333,000000	1054,000000
506,012360	-0,498903	337,000000	1063,000000
506,213348	-0,498654	341,000000	1075,000000
506,414337	-0,498871	344,000000	1085,000000
506,615326	-0,498231	348,000000	1096,000000
506,816315	-0,498841	351,000000	1107,000000
507,017303	-0,498213	355,000000	1118,000000
507,218292	-0,497215	359,000000	1128,000000
507,419281	-0,496617	363,000000	1139,000000
507,620270	-0,496032	367,000000	1150,000000
507,821259	-0,495084	371,000000	1160,000000
508,022247	-0,494526	375,000000	1171,000000
508,223236	-0,495126	378,000000	1182,000000
508,424225	-0,494577	382,000000	1193,000000
508,625214	-0,494039	386,000000	1204,000000
508,826202	-0,493911	389,000000	1213,000000
509,027191	-0,494098	393,000000	1226,000000
509,228180	-0,492876	397,000000	1235,000000
509,429169	-0,494196	399,000000	1245,000000
509,630157	-0,492608	404,000000	1256,000000
509,831146	-0,492839	407,000000	1266,000000
510,032135	-0,490613	412,000000	1275,000000
510,233124	-0,491565	414,000000	1284,000000
510,434113	-0,491798	417,000000	1294,000000
510,635101	-0,490995	421,000000	1304,000000
510,836090	-0,489214	425,000000	1311,000000
511,037079	-0,490444	428,000000	1324,000000
511,238068	-0,489701	431,000000	1331,000000
511,439056	-0,489615	434,000000	1340,000000
511,640045	-0,488860	438,000000	1350,000000
511,841034	-0,488781	441,000000	1359,000000
512,041992	-0,488703	444,000000	1368,000000
512,242981	-0,487656	448,000000	1377,000000
512,443970	-0,487587	451,000000	1386,000000
512,644958	-0,487518	454,000000	1395,000000
512,845947	-0,486811	458,000000	1405,000000
513,046936	-0,487056	461,000000	1415,000000
513,247925	-0,487297	464,000000	1425,000000
513,448914	-0,486929	467,000000	1433,000000
513,649902	-0,486867	470,000000	1442,000000
513,850891	-0,485590	474,000000	1450,000000
514,051880	-0,486151	476,000000	1458,000000
514,252869	-0,486095	479,000000	1467,000000
514,453857	-0,484550	483,000000	1474,000000
514,654846	-0,484505	486,000000	1483,000000
514,855835	-0,484751	489,000000	1493,000000
515,056824	-0,485010	491,000000	1500,000000
515,257812	-0,484386	494,000000	1507,000000
515,458801	-0,485504	496,000000	1517,000000
515,659790	-0,484884	499,000000	1524,000000
515,860779	-0,484555	502,000000	1532,000000
516,061768	-0,484526	504,000000	1538,000000
516,262756	-0,483921	507,000000	1545,000000
516,463745	-0,483601	510,000000	1553,000000
516,664734	-0,483007	513,000000	1560,000000
516,865723	-0,481865	516,000000	1565,000000
517,066711	-0,482951	518,000000	1575,000000
517,267700	-0,480987	522,000000	1580,000000
517,468689	-0,481519	524,000000	1588,000000
517,669678	-0,481230	526,000000	1593,000000
517,870667	-0,480121	529,000000	1598,000000
518,071655	-0,479563	532,000000	1605,000000
518,272644	-0,479824	534,000000	1612,000000
518,473633	-0,479814	536,000000	1618,000000
518,674622	-0,479804	538,000000	1624,000000
518,875610	-0,478990	541,000000	1630,000000
519,076599	-0,478718	543,000000	1635,000000
519,277588	-0,478447	545,000000	1640,000000
519,478577	-0,478706	547,000000	1647,000000
519,679565	-0,478963	549,000000	1654,000000
519,880554	-0,478956	551,000000	1660,000000
520,081543	-0,477904	554,000000	1665,000000
520,282532	-0,477382	556,000000	1669,000000
